Timestamp,Date,Open,High,Low,Close,Volume,MA_High,MA_Volume,P_Anomaly,V_Anomaly
1611450000000,2021-01-24 02:00:00,0.00000181,0.00000181,0.00000178,0.00000179,350747.00000000,1.81e-06,350747.0,False,False
1611453600000,2021-01-24 03:00:00,0.00000179,0.00000181,0.00000176,0.00000176,549367.00000000,1.81e-06,450057.0,False,False
1611457200000,2021-01-24 04:00:00,0.00000176,0.00000177,0.00000175,0.00000175,202170.00000000,1.7966666666666667e-06,367428.0,False,False
1611460800000,2021-01-24 05:00:00,0.00000175,0.00000177,0.00000174,0.00000174,154125.00000000,1.79e-06,314102.25,False,False
1611464400000,2021-01-24 06:00:00,0.00000174,0.00000177,0.00000174,0.00000175,147459.00000000,1.7860000000000001e-06,280773.6,False,False
1611468000000,2021-01-24 07:00:00,0.00000176,0.00000177,0.00000176,0.00000176,89712.00000000,1.7833333333333336e-06,248930.0,False,False
1611471600000,2021-01-24 08:00:00,0.00000177,0.00000177,0.00000175,0.00000175,120371.00000000,1.7814285714285716e-06,230564.42857142858,False,False
1611475200000,2021-01-24 09:00:00,0.00000175,0.00000178,0.00000174,0.00000176,283160.00000000,1.78125e-06,237138.875,False,False
1611478800000,2021-01-24 10:00:00,0.00000176,0.00000180,0.00000175,0.00000178,869860.00000000,1.7833333333333333e-06,307441.22222222225,False,False
1611482400000,2021-01-24 11:00:00,0.00000180,0.00000180,0.00000177,0.00000179,123096.00000000,1.785e-06,289006.7,False,False
1611486000000,2021-01-24 12:00:00,0.00000179,0.00000181,0.00000178,0.00000178,322166.00000000,1.7872727272727273e-06,292021.1818181818,False,False
1611489600000,2021-01-24 13:00:00,0.00000179,0.00000179,0.00000172,0.00000175,1069759.00000000,1.7875000000000002e-06,356832.6666666667,False,False
1611493200000,2021-01-24 14:00:00,0.00000175,0.00000176,0.00000173,0.00000173,315115.00000000,1.7833333333333336e-06,353863.3333333333,False,False
1611496800000,2021-01-24 15:00:00,0.00000173,0.00000178,0.00000172,0.00000177,698744.00000000,1.7808333333333334e-06,366311.4166666667,False,False
1611500400000,2021-01-24 16:00:00,0.00000177,0.00000178,0.00000176,0.00000177,139705.00000000,1.7816666666666666e-06,361106.0,False,False
1611504000000,2021-01-24 17:00:00,0.00000177,0.00000178,0.00000174,0.00000176,429807.00000000,1.7824999999999997e-06,384079.5,False,False
1611507600000,2021-01-24 18:00:00,0.00000177,0.00000189,0.00000176,0.00000187,2673780.00000000,1.7925e-06,594606.25,False,False
1611511200000,2021-01-24 19:00:00,0.00000187,0.00000187,0.00000180,0.00000184,898442.00000000,1.8008333333333334e-06,662000.4166666666,False,False
1611514800000,2021-01-24 20:00:00,0.00000184,0.00000185,0.00000180,0.00000180,396759.00000000,1.8075e-06,685032.75,False,False
1611518400000,2021-01-24 21:00:00,0.00000180,0.00000183,0.00000180,0.00000182,167771.00000000,1.8116666666666668e-06,675417.0,False,False
1611522000000,2021-01-24 22:00:00,0.00000183,0.00000186,0.00000181,0.00000184,193745.00000000,1.8166666666666667e-06,619074.0833333334,False,False
1611525600000,2021-01-24 23:00:00,0.00000185,0.00000189,0.00000184,0.00000186,230064.00000000,1.8241666666666668e-06,627988.0833333334,False,False
1611529200000,2021-01-25 00:00:00,0.00000187,0.00000189,0.00000184,0.00000184,263346.00000000,1.8308333333333335e-06,623086.4166666666,False,False
1611532800000,2021-01-25 01:00:00,0.00000185,0.00000189,0.00000183,0.00000186,509758.00000000,1.839166666666667e-06,576419.6666666666,False,False
1611536400000,2021-01-25 02:00:00,0.00000187,0.00000193,0.00000186,0.00000191,1266225.00000000,1.8533333333333333e-06,655678.8333333334,False,False
