Timestamp,Date,Open,High,Low,Close,Volume,MA_High,MA_Volume,P_Anomaly,V_Anomaly
1611450000000,2021-01-24 02:00:00,25.94170000,25.94170000,25.71420000,25.83520000,0.85950000,25.9417,0.8595,False,False
1611453600000,2021-01-24 03:00:00,25.79270000,25.79370000,25.51020000,25.55180000,14.02890000,25.8677,7.4442,False,False
1611457200000,2021-01-24 04:00:00,25.55000000,25.57140000,25.17150000,25.20160000,2.87900000,25.768933333333333,5.922466666666668,False,False
1611460800000,2021-01-24 05:00:00,25.16840000,25.16840000,24.77550000,25.01180000,3.48990000,25.6188,5.314325,False,False
1611464400000,2021-01-24 06:00:00,24.87660000,24.92880000,24.73090000,24.83690000,2.24350000,25.4808,4.70016,False,False
1611468000000,2021-01-24 07:00:00,24.86870000,24.91670000,24.63680000,24.84240000,1.71010000,25.38678333333333,4.201816666666667,False,False
1611471600000,2021-01-24 08:00:00,24.83590000,25.00000000,24.71490000,24.97720000,3.02630000,25.33152857142857,4.033885714285715,False,False
1611475200000,2021-01-24 09:00:00,24.98350000,25.00060000,24.70000000,24.70000000,4.06460000,25.290162499999997,4.037725,False,False
1611478800000,2021-01-24 10:00:00,24.70000000,24.70000000,24.29140000,24.39160000,4.67460000,25.224588888888885,4.108488888888889,False,False
1611482400000,2021-01-24 11:00:00,24.40110000,24.59180000,24.33850000,24.44410000,1.44940000,25.161309999999997,3.8425799999999994,False,False
1611486000000,2021-01-24 12:00:00,24.44820000,24.59180000,24.33530000,24.51290000,1.05220000,25.10953636363636,3.5889090909090906,False,False
1611489600000,2021-01-24 13:00:00,24.46650000,24.63760000,24.39480000,24.45470000,1.48420000,25.07020833333333,3.4135166666666663,False,False
1611493200000,2021-01-24 14:00:00,24.45320000,24.54460000,24.36500000,24.40560000,1.43970000,24.953783333333334,3.461866666666667,False,False
1611496800000,2021-01-24 15:00:00,24.40460000,24.66720000,24.25640000,24.58120000,1.84860000,24.859908333333326,2.446841666666667,False,False
1611500400000,2021-01-24 16:00:00,24.57140000,24.57140000,24.25860000,24.25860000,1.26780000,24.776574999999998,2.3125750000000003,False,False
1611504000000,2021-01-24 17:00:00,24.25530000,24.25530000,23.95300000,23.95300000,2.59880000,24.700483333333334,2.2383166666666665,False,False
1611507600000,2021-01-24 18:00:00,23.95030000,23.99990000,23.44610000,23.52580000,7.91430000,24.623075000000004,2.7108833333333333,False,False
1611511200000,2021-01-24 19:00:00,23.56110000,23.79280000,23.53260000,23.59020000,0.62790000,24.529416666666666,2.6207000000000003,False,False
1611514800000,2021-01-24 20:00:00,23.59020000,23.64690000,23.48970000,23.64690000,0.22750000,24.416658333333334,2.387466666666667,False,False
1611518400000,2021-01-24 21:00:00,23.53300000,23.69990000,23.42150000,23.63640000,2.03480000,24.30826666666667,2.2183166666666665,False,False
1611522000000,2021-01-24 22:00:00,23.69970000,23.70000000,23.69970000,23.69990000,0.00460000,24.224933333333336,1.82915,False,False
1611525600000,2021-01-24 23:00:00,23.70000000,23.75020000,23.50010000,23.68890000,0.01580000,24.154799999999998,1.7096833333333332,False,False
1611529200000,2021-01-25 00:00:00,23.50010000,23.50010000,23.17090000,23.29990000,0.30070000,24.063824999999994,1.647058333333333,False,False
1611532800000,2021-01-25 01:00:00,23.29990000,23.30000000,22.30000000,22.57110000,1.70000000,23.952358333333333,1.6650416666666663,False,False
